match_id,pitch,players_a,players_b,true_team_a_strength,true_team_b_strength,true_probability_a,goals_a,goals_b
1426,hf,"9,30,3,26,45,19","36,39,4,2,35,12",1557.965,1585.518,0.46043,9,8
1427,hf,"15,1,36,35,37,46","13,3,22,31,20,45",1492.107,1554.227,0.411543,5,7
1428,box,"48,7,36,23,27,16","1,10,29,24,42,4",1482.61,1628.67,0.301369,7,13
1429,box,"44,26,7,38,39,23","42,14,2,43,25,19",1474.588,1537.562,0.410354,6,5
1430,hf,"43,19,28,29,37,4","33,31,2,8,34,41",1520.362,1550.542,0.456676,9,7
1431,hf,"41,14,28,24,8,4","15,18,19,20,17,9",1592.998,1610.332,0.475076,8,9
1432,box,"22,28,36,26,24,11","20,3,25,10,9,8",1545.472,1669.537,0.328677,8,11
1433,hf,"9,21,28,12,45,44","8,39,1,22,16,14",1483.825,1625.912,0.306206,6,9
1434,hf,"2,17,32,20,31,25","45,35,19,21,24,15",1590.883,1498.585,0.629789,11,8
1435,box,"15,35,48,21,1,32","6,9,19,22,23,14",1507.693,1624.355,0.338148,2,10
1436,box,"1,16,26,9,43,12","6,5,31,47,10,30",1603.123,1528.927,0.605183,10,7
1437,hf,"47,16,40,23,36,21","43,44,42,11,12,20",1437.252,1458.118,0.470007,14,10
1438,box,"7,26,8,33,21,32","24,40,6,29,5,4",1576.993,1613.068,0.44827,10,6
1439,hf,"6,17,29,30,20,18","31,15,24,14,23,10",1581.017,1587.062,0.491301,4,3
1440,hf,"19,8,30,47,23,38","20,37,46,13,17,48",1470.983,1414.383,0.580741,7,11
1441,hf,"33,35,2,15,13,8","34,14,27,6,5,44",1613.282,1552.828,0.586132,11,4
1442,box,"28,3,33,31,46,35","12,36,5,23,42,45",1493.852,1483.547,0.514826,8,10
1443,box,"44,5,21,12,8,29","20,27,46,14,40,15",1567.973,1486.067,0.615737,10,4
1444,hf,"37,7,23,28,44,31","13,19,18,25,32,6",1491.537,1590.482,0.361335,8,9
1445,box,"11,38,26,47,5,20","15,14,46,9,45,37",1500.6,1458.138,0.560805,6,4
1446,hf,"4,40,38,37,46,2","3,8,48,35,36,22",1503.158,1501.692,0.502111,8,7
1447,box,"44,46,22,11,7,6","35,39,27,34,19,38",1518.313,1464.695,0.576556,13,11
1448,box,"20,40,43,47,30,38","24,29,11,36,42,32",1367.022,1494.39,0.324495,4,10
1449,hf,"34,8,38,4,12,10","5,29,46,30,35,42",1609.125,1449.825,0.714431,13,9
1450,hf,"41,39,29,6,30,1","22,38,34,20,17,42",1553.397,1491.955,0.587511,6,9
1451,hf,"32,11,34,26,46,7","6,12,14,2,40,44",1506.403,1571.737,0.407071,6,9
1452,hf,"6,37,16,40,32,35","48,18,22,47,1,2",1496.687,1509.735,0.481231,4,10
1453,hf,"47,37,41,11,7,29","30,48,4,24,21,10",1454.358,1528.175,0.395339,8,9
1454,hf,"14,15,24,6,41,43","21,33,35,2,30,1",1523.1,1617.193,0.367805,6,8
1455,hf,"44,26,2,8,45,37","16,38,6,1,42,35",1491.88,1559.962,0.403258,8,7
1456,hf,"21,23,8,16,28,3","37,4,34,48,35,7",1635.213,1477.595,0.712452,10,6
1457,box,"21,4,9,20,14,30","44,26,5,22,34,32",1627.353,1506.157,0.66767,10,5
1458,hf,"14,45,23,33,39,26","37,16,48,46,41,4",1466.767,1405.952,0.586637,5,6
1459,hf,"28,6,24,41,19,29","16,47,22,25,39,42",1542.598,1423.327,0.665206,8,6
1460,box,"8,7,25,19,16,26","40,3,9,33,44,31",1611.857,1516.242,0.634229,10,7
1461,box,"27,42,25,48,1,22","16,19,12,34,6,46",1489.053,1534.14,0.435477,3,10
1462,box,"7,40,45,30,21,41","14,22,35,20,27,17",1448.21,1557.127,0.348197,7,10
1463,box,"36,35,1,9,32,14","46,17,10,44,27,43",1585.95,1424.603,0.716829,11,5
1464,hf,"41,17,44,18,30,8","34,38,15,48,21,14",1495.075,1456.893,0.554728,7,8
1465,hf,"32,26,17,45,43,39","41,1,37,12,44,33",1414.435,1501.473,0.377298,3,9
1466,box,"33,30,18,21,23,8","16,22,35,47,9,32",1564.74,1477.843,0.62251,10,7
1467,hf,"28,36,47,8,7,25","18,3,13,20,14,33",1497.61,1624.715,0.324827,6,12
1468,box,"14,36,31,29,42,23","33,15,41,48,26,19",1490.12,1437.53,0.57511,5,10
1469,box,"39,1,40,8,23,13","33,41,27,2,12,35",1582.603,1544.767,0.554237,10,7
1470,hf,"17,5,42,11,15,6","40,3,23,29,30,9",1606.463,1574.207,0.546288,9,7
1471,hf,"45,32,48,38,18,7","37,14,11,44,24,16",1409.758,1519.742,0.346805,6,9
1472,hf,"31,46,40,20,7,41","10,42,18,35,30,2",1447.058,1559.432,0.343695,5,8
1473,hf,"48,25,17,37,27,14","12,42,24,6,32,20",1462.168,1551.052,0.374806,7,10
1474,box,"45,42,44,14,12,27","7,47,35,4,3,13",1433.54,1583.46,0.296711,6,10
1475,hf,"4,31,1,10,35,26","29,11,48,45,3,38",1633.153,1448.923,0.742789,11,6
1476,box,"27,47,9,5,37,24","13,48,35,38,2,1",1502.122,1541.673,0.443325,10,7
1477,hf,"9,22,37,1,2,30","14,40,43,6,13,3",1646.403,1571.965,0.605516,11,8
1478,hf,"14,35,25,37,3,33","31,5,46,32,10,12",1554.213,1533.788,0.52936,12,11
1479,box,"46,18,27,8,32,45","37,11,36,5,31,1",1452.1,1595.647,0.304424,8,12
1480,box,"10,15,20,19,9,12","24,48,6,26,1,41",1629.363,1516.882,0.656446,13,9
1481,box,"10,47,43,2,38,18","20,29,31,12,25,45",1481.378,1497.38,0.476988,10,5
1482,hf,"9,31,27,6,42,30","39,20,36,2,48,18",1536.95,1481.8,0.578707,9,10
1483,box,"8,25,3,9,7,44","37,48,21,35,38,6",1621.058,1430.695,0.749476,10,8
1484,box,"45,19,39,35,27,17","31,36,28,33,44,9",1457.333,1475.095,0.474461,10,6
1485,box,"20,30,17,2,33,15","29,36,6,37,8,39",1601.952,1518.862,0.617347,12,10
1486,hf,"28,20,3,4,26,37","34,13,44,39,9,41",1616.407,1459.443,0.711679,13,7
1487,box,"18,33,28,48,29,3","47,11,8,15,37,34",1503.22,1485.795,0.525056,11,9
1488,box,"5,11,13,32,44,10","1,23,22,42,14,38",1570.465,1563.73,0.509691,6,5
1489,hf,"48,46,26,30,16,38","8,40,1,41,34,43",1382.737,1501.582,0.335341,0,5
1490,box,"8,17,48,26,1,2","38,6,25,37,10,16",1602.355,1556.833,0.565139,10,5
1491,hf,"35,37,30,40,3,25","1,48,22,20,41,6",1510.017,1527.375,0.47504,6,7
1492,box,"17,25,16,3,4,2","39,38,33,18,15,46",1708.462,1444.933,0.820095,12,4
1493,hf,"29,6,7,34,47,21","44,39,36,24,17,22",1510.965,1466.053,0.564275,11,7
1494,box,"2,13,41,17,43,1","5,24,14,21,16,18",1597.362,1616.77,0.472098,11,10
1495,hf,"17,19,38,18,26,28","29,10,4,7,40,36",1540.145,1578.033,0.445689,4,3
1496,box,"46,35,6,45,33,10","9,15,44,29,19,1",1451.37,1590.813,0.309448,5,10
1497,hf,"33,5,32,17,21,9","30,15,23,13,27,20",1591.697,1568.312,0.533603,10,9
1498,box,"1,19,6,11,40,7","36,9,42,22,43,44",1649.125,1424.568,0.784596,11,6
1499,box,"41,21,23,37,2,19","26,8,3,4,30,12",1556.528,1663.767,0.350393,8,11
1500,hf,"9,36,16,34,10,30","6,2,42,12,13,48",1553.99,1535.593,0.52645,6,7
